doc_id,essay_id,para_id,para_types,span_pos,adu_pos,aty,parent_pos,afu,text,rel_pairs,root
3,0,3,body,8,4,Premise,5,Support,"<AC> Take Olympic games which is a form of competition for instance , it is hard to imagine how an athlete could win the game without the training of his or her coach , and the help of other professional staffs such as the people who take care of his diet , and those who are in charge of the medical care </AC>","[(2, 4), (3, 4)]",0
3,0,3,body,9,0,none,0,none,. The winner is the athlete but the success belongs to the whole team . Therefore,none,-1
3,0,3,body,10,5,Claim,0,none,"<AC> without the cooperation , there would be no victory of competition </AC>","[(4, 4)]",2
3,0,3,body,11,0,none,0,none,. </para-body>,none,-1
4,0,4,conclusion,1,0,none,0,none,"<para-conclusion> Consequently , no matter from the view of individual development or the relationship between competition and cooperation we can receive the same conclusion that",none,-1
4,0,4,conclusion,2,1,MajorClaim,0,none,<AC> a more cooperative attitudes towards life is more profitable in one ' s success </AC>,[],0
4,0,4,conclusion,3,0,none,0,none,. </para-conclusion>,none,-1
11,2,11,intro,1,0,none,0,none,"<para-intro> The last decade has seen an increasing number of tourists traveling to visit natural wonder sights , ancient heritages and different cultures around the world . While some people might think that this international tourism has negative effects on the destination countries , I would contend that",none,-1
11,2,11,intro,2,1,MajorClaim,0,none,<AC> it has contributed to the economic development as well as preserved the culture and environment of the tourist destinations </AC>,[],0
11,2,11,intro,3,0,none,0,none,. </para-intro>,none,-1
12,2,12,body,1,0,none,0,none,"<para-body> Firstly ,",none,-1
12,2,12,body,2,1,Premise,4,Support,<AC> international tourism promotes many aspects of the destination country ’ s economy in order to serve various demands of tourists </AC>,"[(0, 3), (1, 3), (2, 3)]",0
12,2,12,body,3,0,none,0,none,.,none,-1
12,2,12,body,4,2,Premise,4,Support,"<AC> Take Cambodia for example , a large number of visitors coming to visit the Angkowat ancient temple need services like restaurants , hotels , souvenir shops and other stores </AC>","[(0, 3), (1, 3), (2, 3)]",0
12,2,12,body,5,0,none,0,none,.,none,-1
12,2,12,body,6,3,Premise,4,Support,<AC> These demands trigger related business in the surrounding settings which in turn create many jobs for local people improve infrastructure and living standard </AC>,"[(0, 3), (1, 3), (2, 3)]",0
12,2,12,body,7,0,none,0,none,. Therefore,none,-1
12,2,12,body,8,4,Claim,0,none,<AC> tourism has clearly improved lives in the tourist country </AC>,"[(3, 3)]",2
12,2,12,body,9,0,none,0,none,. </para-body>,none,-1
13,2,13,body,1,0,none,0,none,"<para-body> Secondly ,",none,-1
13,2,13,body,2,1,Premise,4,Support,"<AC> through tourism industry , many cultural values have been preserved and natural environments have been protected </AC>","[(0, 3), (1, 3), (2, 3)]",0
13,2,13,body,3,0,none,0,none,". For instance ,",none,-1
13,2,13,body,4,2,Premise,4,Support,"<AC> in Vietnam , many cultural costumes and natural scenes , namely ‘ Trong Dong ’ drum performance and ‘ Ha Long ’ bay , are being encouraged to preserve and funded by the tourism ministry </AC>","[(0, 3), (1, 3), (2, 3)]",0
13,2,13,body,5,0,none,0,none,.,none,-1
13,2,13,body,6,3,Premise,4,Support,"<AC> Without this support and profit from tourism , many traditional cultures would disappear due to its low income works </AC>","[(0, 3), (1, 3), (2, 3)]",0
13,2,13,body,7,0,none,0,none,". Thus ,",none,-1
13,2,13,body,8,4,Claim,0,none,<AC> tourism has survived many non - tangible cultural values and beauty scenes </AC>,"[(3, 3)]",2
13,2,13,body,9,0,none,0,none,. </para-body>,none,-1
14,2,14,conclusion,1,0,none,0,none,"<para-conclusion> To conclude , as far as I am concerned ,",none,-1
14,2,14,conclusion,2,1,MajorClaim,0,none,<AC> international tourism has both triggered economic development and maintained cultural and environment values of the tourist countries </AC>,[],0
14,2,14,conclusion,3,0,none,0,none,". In addition , the authorities should adequately support these sustainable developments . </para-conclusion>",none,-1
16,3,16,intro,1,0,none,0,none,"<para-intro> The internet has been more and more popular for recent years , providing people with a huge source of information . As a result of this , print media such as newspapers have experienced a dramatic decline in the number of readers . Some people , however , still believe that they can exist for long time ; others disagree , arguing that",none,-1
16,3,16,intro,2,1,MajorClaim,0,none,<AC> newspapers have lost their competitive advantage to sustain their prolonged existence </AC>,[],0
16,3,16,intro,3,0,none,0,none,". Personally , I am inclined to agree with the latter view for following reasons . </para-intro>",none,-1
17,3,17,body,1,0,none,0,none,"<para-body> First of all ,",none,-1
17,3,17,body,2,1,Premise,4,Support,"<AC> to obtain information , using the internet is quicker and more convenient than reading newspapers </AC>","[(0, 3), (1, 3), (2, 3)]",0
17,3,17,body,3,0,none,0,none,.,none,-1
17,3,17,body,4,2,Premise,4,Support,"<AC> Contrary to the past when people had to wait long hours to take a daily newspaper , nowadays , they can acquire latest news updated every second through their mobile phones or computers connected to the internet , everywhere and at anytime </AC>","[(0, 3), (1, 3), (2, 3)]",0
17,3,17,body,5,0,none,0,none,.,none,-1
17,3,17,body,6,3,Premise,4,Support,"<AC> As can be seen , these devices and machines are very common in all parts of the world , making it easier for people to read a number of things that newspapers can not provide in only some pages </AC>","[(0, 3), (1, 3), (2, 3)]",0
17,3,17,body,7,0,none,0,none,". Hence ,",none,-1
17,3,17,body,8,4,Claim,0,none,<AC> the print media has failed to keep its important role in the provision of information </AC>,"[(3, 3)]",2
17,3,17,body,9,0,none,0,none,. </para-body>,none,-1
18,3,18,body,1,0,none,0,none,"<para-body> Another point is that ,",none,-1
18,3,18,body,2,1,Premise,4,Support,"<AC> from the economic aspect , buying newspapers appears to be a waste of money when the internet becomes available for every one </AC>","[(0, 3), (1, 3), (2, 3)]",0
18,3,18,body,3,0,none,0,none,. It is clear to recognize that,none,-1
18,3,18,body,4,2,Premise,4,Support,<AC> the internet service is being provided at a low cost or even free in many countries </AC>,"[(0, 3), (1, 3), (2, 3)]",0
18,3,18,body,5,0,none,0,none,". The question arises as to whether or not a person spends an extra money buying newspapers to receive the same , even usually less information than those he can have with the internet ?",none,-1
18,3,18,body,6,3,Premise,4,Support,"<AC> The answer , perhaps , is that hardly would rational people do so </AC>","[(0, 3), (1, 3), (2, 3)]",0
18,3,18,body,7,0,none,0,none,". For this reason ,",none,-1
18,3,18,body,8,4,Claim,0,none,"<AC> the number of people reading newspapers may continue falling sharply , possibly leading to the close - downs of many in the coming time </AC>","[(3, 3)]",2
18,3,18,body,9,0,none,0,none,. </para-body>,none,-1
19,3,19,body,1,0,none,0,none,"<para-body> Last , but not least ,",none,-1
19,3,19,body,2,1,Premise,3,Support,"<AC> when taking environment into consideration , people must conceive that the more newspapers are published , the more trees are cut down </AC>","[(0, 2), (1, 2)]",0
19,3,19,body,3,0,none,0,none,.,none,-1
19,3,19,body,4,2,Premise,3,Support,<AC> This is simply the contributor to the deforestation which is happening all over the world today </AC>,"[(0, 2), (1, 2)]",0
19,3,19,body,5,0,none,0,none,". At this point ,",none,-1
19,3,19,body,6,3,Claim,0,none,<AC> newspapers ' production will have to face environmentalists on its way to be alive </AC>,"[(2, 2)]",2
19,3,19,body,7,0,none,0,none,. </para-body>,none,-1
22,4,22,intro,1,0,none,0,none,"<para-intro> "" Education is the investment in our future "", as Senator Bernie Sanders once pointed out , education , which fosters a civilized society , plays a significant role in a country ' s long - lasting prosperity . It is no wonder that governments throughout the world lay special emphasis on education development . As for the two integral components within the system , elementary and advanced education , there ' s no doubt that",none,-1
22,4,22,intro,2,1,MajorClaim,0,none,<AC> a government is supposed to offer sufficient financial support for both </AC>,[],0
22,4,22,intro,3,0,none,0,none,. </para-intro>,none,-1
23,4,23,body,1,0,none,0,none,<para-body> Concerning that,none,-1
23,4,23,body,2,1,Premise,4,Support,"<AC> elementary education , like the base of a architecture , is the fundamental requirement to be a qualified citizen in today ' s society </AC>","[(0, 3), (1, 3), (2, 3)]",0
23,4,23,body,3,0,none,0,none,",",none,-1
23,4,23,body,4,2,Premise,4,Support,<AC> government should guarantee that all people have equal and convenient access to it </AC>,"[(0, 3), (1, 3), (2, 3)]",0
23,4,23,body,5,0,none,0,none,. So,none,-1
23,4,23,body,6,3,Premise,4,Support,"<AC> a lack of well - established primary education goes hand in hand with a high rate of illiteracy , and this interplay seriously compromises a country ' s future development </AC>","[(0, 3), (1, 3), (2, 3)]",0
23,4,23,body,7,0,none,0,none,". In other words ,",none,-1
23,4,23,body,8,4,Claim,0,none,"<AC> if countries , especially the developing countries , are determined to take off , one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education </AC>","[(3, 3)]",2
23,4,23,body,9,0,none,0,none,. </para-body>,none,-1
24,4,24,body,1,0,none,0,none,"<para-body> That ' s not enough ,",none,-1
24,4,24,body,2,1,Premise,6,Support,"<AC> for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance </AC>","[(0, 5), (1, 5), (2, 5), (4, 5)]",0
24,4,24,body,3,0,none,0,none,.,none,-1
24,4,24,body,4,2,Premise,6,Support,<AC> The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community </AC>,"[(0, 5), (1, 5), (2, 5), (4, 5)]",0
24,4,24,body,5,0,none,0,none,.,none,-1
24,4,24,body,6,3,Premise,6,Attack,<AC> Some may argue that universities can support themselve well by donation or invention </AC>,"[(0, 5), (1, 5), (2, 5), (4, 5)]",0
24,4,24,body,7,0,none,0,none,", but",none,-1
24,4,24,body,8,4,Premise,3,Attack,<AC> this argument is invalid </AC>,"[(0, 5), (1, 5), (2, 5), (4, 5), (3, 2)]",0
24,4,24,body,9,0,none,0,none,.,none,-1
24,4,24,body,10,5,Premise,6,Support,<AC> Researches into humanities and art still need large amount of money </AC>,"[(0, 5), (1, 5), (2, 5), (4, 5)]",0
24,4,24,body,11,0,none,0,none,", what ' s more ,",none,-1
24,4,24,body,12,6,Claim,0,none,<AC> government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide </AC>,"[(5, 5)]",2
24,4,24,body,13,0,none,0,none,. </para-body>,none,-1
25,4,25,conclusion,1,0,none,0,none,"<para-conclusion> From reasons listed above , we can safely draw the conclusion that ,",none,-1
25,4,25,conclusion,2,1,MajorClaim,0,none,<AC> a government should spare effort on young children education as well as universities </AC>,[],0
25,4,25,conclusion,3,0,none,0,none,",",none,-1
25,4,25,conclusion,4,2,Claim,0,none,<AC> both are crucial on the way to a brighter future </AC>,[],0
25,4,25,conclusion,5,0,none,0,none,. </para-conclusion>,none,-1
27,5,27,intro,1,0,none,0,none,"<para-intro> Much has been said about the importance about good roommates and how roommates will affect our life in school . Research showed that friends that we made in university are more likely to be life time friends and this especially applicable to roommate . In my personal opinion ,",none,-1
27,5,27,intro,2,1,MajorClaim,0,none,<AC> the most important quality of roommates is being considered </AC>,[],0
27,5,27,intro,3,0,none,0,none,". In the meantime ,",none,-1
27,5,27,intro,4,2,MajorClaim,0,none,<AC> communication is also another essential particularity of a good roommate </AC>,[],0
27,5,27,intro,5,0,none,0,none,. </para-intro>,none,-1
28,5,28,body,1,0,none,0,none,<para-body>,none,-1
28,5,28,body,2,1,Premise,5,Support,<AC> Consideration is always important in relationship </AC>,"[(0, 4), (2, 4), (3, 4), (5, 4)]",0
28,5,28,body,3,0,none,0,none,". For example ,",none,-1
28,5,28,body,4,2,Premise,1,Support,<AC> roommate turns down the music or television volume at night time </AC>,"[(0, 4), (2, 4), (3, 4), (5, 4), (1, 0)]",0
28,5,28,body,5,0,none,0,none,.,none,-1
28,5,28,body,6,3,Premise,5,Support,<AC> Sometimes we will not know what we have done until we have a taste of our own medicine </AC>,"[(0, 4), (2, 4), (3, 4), (5, 4)]",0
28,5,28,body,7,0,none,0,none,.,none,-1
28,5,28,body,8,4,Premise,5,Support,"<AC> At all times , think about the other ' s feeling before doing any self - centered action would help to improve the roommate relationship tremendously </AC>","[(0, 4), (2, 4), (3, 4), (5, 4)]",0
28,5,28,body,9,0,none,0,none,". Therefore ,",none,-1
28,5,28,body,10,5,Claim,0,none,<AC> having a considered roommate is significantly imperative to our school life </AC>,"[(4, 4)]",2
28,5,28,body,11,0,none,0,none,.,none,-1
28,5,28,body,12,6,Premise,5,Support,<AC> It will not only prevent conflicts but also to have a friend or even a family member </AC>,"[(0, 4), (2, 4), (3, 4), (5, 4)]",0
28,5,28,body,13,0,none,0,none,. </para-body>,none,-1
29,5,29,body,1,0,none,0,none,"<para-body> Moreover ,",none,-1
29,5,29,body,2,1,Premise,5,Support,<AC> communication is as well making a good roommate </AC>,"[(0, 4), (1, 4), (2, 4), (3, 4), (5, 4), (6, 4)]",0
29,5,29,body,3,0,none,0,none,.,none,-1
29,5,29,body,4,2,Premise,5,Support,"<AC> People have different habit in daily life , such as tidy the blanket in the morning </AC>","[(0, 4), (1, 4), (2, 4), (3, 4), (5, 4), (6, 4)]",0
29,5,29,body,5,0,none,0,none,.,none,-1
29,5,29,body,6,3,Premise,5,Support,<AC> One might think this is a piece of cake while other would consider it as immense project </AC>,"[(0, 4), (1, 4), (2, 4), (3, 4), (5, 4), (6, 4)]",0
29,5,29,body,7,0,none,0,none,.,none,-1
29,5,29,body,8,4,Premise,5,Support,<AC> If one requested to move out just because his roommate do not tidy up the blanket in the morning might be crying over split milk </AC>,"[(0, 4), (1, 4), (2, 4), (3, 4), (5, 4), (6, 4)]",0
29,5,29,body,9,0,none,0,none,". Therefore ,",none,-1
29,5,29,body,10,5,Claim,0,none,<AC> communication is very important </AC>,"[(4, 4)]",2
29,5,29,body,11,0,none,0,none,as,none,-1
29,5,29,body,12,6,Premise,5,Support,<AC> it would clear up the misinterpretation </AC>,"[(0, 4), (1, 4), (2, 4), (3, 4), (5, 4), (6, 4)]",0
29,5,29,body,13,0,none,0,none,.,none,-1
29,5,29,body,14,7,Premise,5,Support,"<AC> Through communication , bonded are build and we could have better understanding of each others </AC>","[(0, 4), (1, 4), (2, 4), (3, 4), (5, 4), (6, 4)]",0
29,5,29,body,15,0,none,0,none,. </para-body>,none,-1
30,5,30,conclusion,1,0,none,0,none,"<para-conclusion> In conclusion , there are many valuable factors about roommate that are important .",none,-1
30,5,30,conclusion,2,1,MajorClaim,0,none,"<AC> Consideration and communication , in my personal opinion , are the most important quality </AC>",[],0
30,5,30,conclusion,3,0,none,0,none,". However , people might not get what they want all the time . The sky is the limit ; there are all kinds of personality out there . We need to be flexible to be account into society . </para-conclusion>",none,-1
32,6,32,intro,1,0,none,0,none,<para-intro> Nowadays transportation has attracted much social concern . Whether governments should invest more money in traffic infrastructure or focus more on developing public transportation has erupted endless controversy . It does not seem unreasonable to suggest that,none,-1
32,6,32,intro,2,1,MajorClaim,0,none,"<AC> governments spend more money on buses , trains , and subways investment </AC>",[],0
32,6,32,intro,3,0,none,0,none,.,none,-1
32,6,32,intro,4,2,Premise,3,none,<AC> Such public vehicles are used to serve a large number of people in society </AC>,[],0
32,6,32,intro,5,0,none,0,none,therefore,none,-1
32,6,32,intro,6,3,Claim,0,none,<AC> they help alleviate traffic congestion and decrease the amount of carbon released into the air </AC>,[],0
32,6,32,intro,7,0,none,0,none,. Both these two things are important . </para-intro>,none,-1
33,6,33,body,1,0,none,0,none,"<para-body> First and foremost ,",none,-1
33,6,33,body,2,1,Premise,4,Support,<AC> carbon emission cut is significantly essential for protecting the atmosphere </AC>,"[(0, 3), (1, 3), (2, 3), (4, 5)]",0
33,6,33,body,3,0,none,0,none,. The fact is that,none,-1
33,6,33,body,4,2,Premise,4,Support,"<AC> the more cars and motorbikes are on roads , the more seriously the ozone layer is damaged </AC>","[(0, 3), (1, 3), (2, 3), (4, 5)]",0
33,6,33,body,5,0,none,0,none,.,none,-1
33,6,33,body,6,3,Premise,4,Support,"<AC> If governments use more money to improve roads , there is a strong likelihood that more people drive their private cars work </AC>","[(0, 3), (1, 3), (2, 3), (4, 5)]",0
33,6,33,body,7,0,none,0,none,.,none,-1
33,6,33,body,8,4,Claim,0,Support,"<AC> This is sure to lead to more carbon emitted into the atmosphere , which can cause skin cancer and destroy the natural environment </AC>","[(4, 5)]",0
33,6,33,body,9,0,none,0,none,". Whereas ,",none,-1
33,6,33,body,10,5,Premise,6,Support,"<AC> if there are more good buses , trains , or subways , people are inclined to use less private vehicles , which decreases the amount of carbon released </AC>","[(4, 5)]",0
33,6,33,body,11,0,none,0,none,". Obviously ,",none,-1
33,6,33,body,12,6,Claim,0,none,<AC> the policy that concentrates money on developing public transportation brings an advantageous impact on earth </AC>,"[(5, 5)]",2
33,6,33,body,13,0,none,0,none,. </para-body>,none,-1
34,6,34,body,1,0,none,0,none,"<para-body> In addition ,",none,-1
34,6,34,body,2,1,Premise,4,Support,<AC> the policy would play a pivotal part in relieving traffic jam </AC>,"[(0, 3), (1, 3), (2, 3), (4, 3)]",0
34,6,34,body,3,0,none,0,none,.,none,-1
34,6,34,body,4,2,Premise,4,Support,<AC> It is quiet clear that traffic congestion is a serious problem in many big cities </AC>,"[(0, 3), (1, 3), (2, 3), (4, 3)]",0
34,6,34,body,5,0,none,0,none,. The main reason for this issue is that,none,-1
34,6,34,body,6,3,Premise,4,Support,<AC> there are a great number of vehicles flowing on roads </AC>,"[(0, 3), (1, 3), (2, 3), (4, 3)]",0
34,6,34,body,7,0,none,0,none,". In order to tackle the problem ,",none,-1
34,6,34,body,8,4,Claim,0,none,<AC> governments have to turn people ' attention on public vehicles to reduce cars and motorbikes </AC>,"[(3, 3)]",2
34,6,34,body,9,0,none,0,none,.,none,-1
34,6,34,body,10,5,Premise,4,Support,<AC> There is the possibility that improving roads and highways does not seem to reach the major cause of traffic congestion </AC>,"[(0, 3), (1, 3), (2, 3), (4, 3)]",0
34,6,34,body,11,0,none,0,none,. </para-body>,none,-1
35,6,35,conclusion,1,0,none,0,none,"<para-conclusion> In conclusion , I would concede that",none,-1
35,6,35,conclusion,2,1,Claim,0,none,<AC> high - quality roads and highways make it easier to move around </AC>,[],0
35,6,35,conclusion,3,0,none,0,none,". Nevertheless ,",none,-1
35,6,35,conclusion,4,2,MajorClaim,0,none,<AC> public transportation systems even have more important advantages </AC>,[],0
35,6,35,conclusion,5,0,none,0,none,.,none,-1
35,6,35,conclusion,6,3,Claim,0,none,<AC> They not only ease traffic jam but also protect the atmosphere </AC>,[],0
35,6,35,conclusion,7,0,none,0,none,. That is why many governments around the world invest more money on developing public transportation facilities . </para-conclusion>,none,-1
43,8,43,intro,1,0,none,0,none,"<para-intro> Technology accelerates human ' s evolving pace . With advanced technology , many things that seemed impossible in the past , have become realities . For example , people in the past never dreamed of talking to anyone whenever they wanted or see someone overseas on a computer screen , both of these can be achieved with cellphone and internet . However , some people point that technology has made children less creative . I don ' t deny that",none,-1
43,8,43,intro,2,1,Claim,0,none,<AC> technology may have some negative effects on children </AC>,[],0
43,8,43,intro,3,0,none,0,none,", but I think",none,-1
43,8,43,intro,4,2,MajorClaim,0,none,<AC> technology makes children even more creative </AC>,[],0
43,8,43,intro,5,0,none,0,none,. </para-intro>,none,-1
44,8,44,body,1,0,none,0,none,"<para-body> First ,",none,-1
44,8,44,body,2,1,Premise,7,Support,<AC> technology inspires children to create new things </AC>,"[(0, 6), (2, 6), (3, 6), (4, 6), (5, 6)]",0
44,8,44,body,3,0,none,0,none,.,none,-1
44,8,44,body,4,2,Premise,3,Support,<AC> Children are curious about everything around them </AC>,"[(0, 6), (2, 6), (3, 6), (4, 6), (5, 6), (1, 2)]",0
44,8,44,body,5,0,none,0,none,", so",none,-1
44,8,44,body,6,3,Premise,7,Support,"<AC> when they come across a high - tech product like a cellphone , they will be obsessed with its mysterious functions and eager to know how it works </AC>","[(0, 6), (2, 6), (3, 6), (4, 6), (5, 6)]",0
44,8,44,body,7,0,none,0,none,". For example ,",none,-1
44,8,44,body,8,4,Premise,7,Support,"<AC> Bill Gates was attracted by the original huge computer , then he did everything he could to understand how it worked </AC>","[(0, 6), (2, 6), (3, 6), (4, 6), (5, 6)]",0
44,8,44,body,9,0,none,0,none,.,none,-1
44,8,44,body,10,5,Premise,7,Support,"<AC> After he had figured out all the stuff , he then began to promote the computer </AC>","[(0, 6), (2, 6), (3, 6), (4, 6), (5, 6)]",0
44,8,44,body,11,0,none,0,none,.,none,-1
44,8,44,body,12,6,Premise,7,Support,"<AC> In the end , he successfully invented a computer that was easy to use and lightweight </AC>","[(0, 6), (2, 6), (3, 6), (4, 6), (5, 6)]",0
44,8,44,body,13,0,none,0,none,". Therefore ,",none,-1
44,8,44,body,14,7,Claim,0,none,"<AC> instead of interfering children ' s creativity , technology actually encourages children to learn and to create </AC>","[(6, 6)]",2
44,8,44,body,15,0,none,0,none,. </para-body>,none,-1
45,8,45,body,1,0,none,0,none,"<para-body> Second ,",none,-1
45,8,45,body,2,1,Premise,6,Support,<AC> technology widen children ' s knowledge </AC>,"[(0, 5), (1, 5), (3, 5), (4, 5)]",0
45,8,45,body,3,0,none,0,none,.,none,-1
45,8,45,body,4,2,Premise,6,Support,"<AC> In the past , children were only able to see things from one perspective </AC>","[(0, 5), (1, 5), (3, 5), (4, 5)]",0
45,8,45,body,5,0,none,0,none,". However ,",none,-1
45,8,45,body,6,3,Premise,4,Support,"<AC> with highly advanced technology , children are able to get information from foreign countries and even communicate with foreign friends </AC>","[(0, 5), (1, 5), (3, 5), (4, 5), (2, 3)]",0
45,8,45,body,7,0,none,0,none,". Therefore ,",none,-1
45,8,45,body,8,4,Premise,6,Support,<AC> they will be able to learn about different cultures and different ways of thinking </AC>,"[(0, 5), (1, 5), (3, 5), (4, 5)]",0
45,8,45,body,9,0,none,0,none,.,none,-1
45,8,45,body,10,5,Premise,6,Support,<AC> Knowledge is the base of creativity </AC>,"[(0, 5), (1, 5), (3, 5), (4, 5)]",0
45,8,45,body,11,0,none,0,none,.,none,-1
45,8,45,body,12,6,Claim,0,none,"<AC> The diverse knowledge that children gained from different parts of the world , inspires children and encourage them to create new things </AC>","[(5, 5)]",2
45,8,45,body,13,0,none,0,none,. </para-body>,none,-1
46,8,46,conclusion,1,0,none,0,none,"<para-conclusion> Admittedly ,",none,-1
46,8,46,conclusion,2,1,Claim,0,none,<AC> technology may have negative effects on children </AC>,"[(0, 0)]",2
46,8,46,conclusion,3,0,none,0,none,.,none,-1
46,8,46,conclusion,4,2,Premise,1,Support,<AC> Technology has made life too easy for most children </AC>,"[(1, 0), (2, 0), (3, 0)]",0
46,8,46,conclusion,5,0,none,0,none,.,none,-1
46,8,46,conclusion,6,3,Premise,1,Support,"<AC> In comfortable conditions , children may be satisfied with the world around them and refuse to make a change </AC>","[(1, 0), (2, 0), (3, 0)]",0
46,8,46,conclusion,7,0,none,0,none,". Nonetheless ,",none,-1
46,8,46,conclusion,8,4,Premise,1,Attack,"<AC> with the development of technology , increasingly more young people become obsessed with high - tech products </AC>","[(1, 0), (2, 0), (3, 0)]",0
46,8,46,conclusion,9,0,none,0,none,.,none,-1
46,8,46,conclusion,10,5,MajorClaim,0,Attack,<AC> They kept researching new technology and became successful at a very young age </AC>,[],0
46,8,46,conclusion,11,0,none,0,none,. </para-conclusion>,none,-1
53,10,53,intro,1,0,none,0,none,"<para-intro> The introduction of email and text messaging has brought about considerable changes in communication . With this situation , some people believe that",none,-1
53,10,53,intro,2,1,MajorClaim,0,none,<AC> they may be factors decreasing the position of written language </AC>,[],0
53,10,53,intro,3,0,none,0,none,. I am in favor of that idea because of their advantages and the fact we can see today about the use of these new means . </para-intro>,none,-1
54,10,54,body,1,0,none,0,none,"<para-body> First of all ,",none,-1
54,10,54,body,2,1,Claim,0,none,"<AC> it is easy to point out many benefits users can get from email and text messaging , which answers to the question of their great popularity </AC>","[(0, 0)]",2
54,10,54,body,3,0,none,0,none,.,none,-1
54,10,54,body,4,2,Premise,1,Support,"<AC> Before email and mobile phone , human beings communicated by meeting directly , sending letters or later , calling from home phones </AC>","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0)]",0
54,10,54,body,5,0,none,0,none,.,none,-1
54,10,54,body,6,3,Premise,1,Support,"<AC> Such ways usually made people have troubles for the expensiveness , difficulties in far communication or emergency and the loss of information </AC>","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0)]",0
54,10,54,body,7,0,none,0,none,". However ,",none,-1
54,10,54,body,8,4,Premise,1,Support,<AC> email and cell phones have improved the obstacles above </AC>,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0)]",0
54,10,54,body,9,0,none,0,none,.,none,-1
54,10,54,body,10,5,Premise,1,Support,<AC> People can send or receive electronic letters anywhere and anytime they want </AC>,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0)]",0
54,10,54,body,11,0,none,0,none,". Especially ,",none,-1
54,10,54,body,12,6,Premise,1,Support,"<AC> thanks to the function provided by email and text messaging ( SMS ), it is cheaper and faster to transfer a lot of information , even to many people at the same time </AC>","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0)]",0
54,10,54,body,13,0,none,0,none,.,none,-1
54,10,54,body,14,7,Premise,1,Support,<AC> They are so convenient that the majority of population prefer to use them instead of some traditional ways </AC>,"[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0)]",0
54,10,54,body,15,0,none,0,none,. </para-body>,none,-1
55,10,55,body,1,0,none,0,none,<para-body>,none,-1
55,10,55,body,2,1,Claim,0,none,"<AC> The popularity of email and text messaging , as a result , leads to the losing of written language ' s position </AC>","[(0, 0)]",2
55,10,55,body,3,0,none,0,none,.,none,-1
55,10,55,body,4,2,Premise,3,Support,<AC> People tend to use slangs and abbreviated words to shorten their writing and save more time in communicating for other activities </AC>,"[(2, 0), (4, 0), (5, 0), (1, 2), (3, 2)]",0
55,10,55,body,5,0,none,0,none,. The outcome is that,none,-1
