doc_id,adu1_pos,adu2_pos,adu1_aty,adu2_aty,rel_label,adu1_text,adu2_text
3,5,4,Claim,Premise,none,"Therefore  without the cooperation , there would be no victory of competition ",".  Take Olympic games which is a form of competition for instance , it is hard to imagine how an athlete could win the game without the training of his or her coach , and the help of other professional staffs such as the people who take care of his diet , and those who are in charge of the medical care "
12,1,2,Premise,Premise,none,"Firstly ,  international tourism promotes many aspects of the destination country ’ s economy in order to serve various demands of tourists ",".  Take Cambodia for example , a large number of visitors coming to visit the Angkowat ancient temple need services like restaurants , hotels , souvenir shops and other stores "
12,1,3,Premise,Premise,none,"Firstly ,  international tourism promotes many aspects of the destination country ’ s economy in order to serve various demands of tourists ",.  These demands trigger related business in the surrounding settings which in turn create many jobs for local people improve infrastructure and living standard 
12,1,4,Premise,Claim,Support,"Firstly ,  international tourism promotes many aspects of the destination country ’ s economy in order to serve various demands of tourists ",Therefore  tourism has clearly improved lives in the tourist country 
12,2,1,Premise,Premise,none,".  Take Cambodia for example , a large number of visitors coming to visit the Angkowat ancient temple need services like restaurants , hotels , souvenir shops and other stores ","Firstly ,  international tourism promotes many aspects of the destination country ’ s economy in order to serve various demands of tourists "
12,2,3,Premise,Premise,none,".  Take Cambodia for example , a large number of visitors coming to visit the Angkowat ancient temple need services like restaurants , hotels , souvenir shops and other stores ",.  These demands trigger related business in the surrounding settings which in turn create many jobs for local people improve infrastructure and living standard 
12,2,4,Premise,Claim,Support,".  Take Cambodia for example , a large number of visitors coming to visit the Angkowat ancient temple need services like restaurants , hotels , souvenir shops and other stores ",Therefore  tourism has clearly improved lives in the tourist country 
12,3,1,Premise,Premise,none,.  These demands trigger related business in the surrounding settings which in turn create many jobs for local people improve infrastructure and living standard ,"Firstly ,  international tourism promotes many aspects of the destination country ’ s economy in order to serve various demands of tourists "
12,3,2,Premise,Premise,none,.  These demands trigger related business in the surrounding settings which in turn create many jobs for local people improve infrastructure and living standard ,".  Take Cambodia for example , a large number of visitors coming to visit the Angkowat ancient temple need services like restaurants , hotels , souvenir shops and other stores "
12,3,4,Premise,Claim,Support,.  These demands trigger related business in the surrounding settings which in turn create many jobs for local people improve infrastructure and living standard ,Therefore  tourism has clearly improved lives in the tourist country 
12,4,1,Claim,Premise,none,Therefore  tourism has clearly improved lives in the tourist country ,"Firstly ,  international tourism promotes many aspects of the destination country ’ s economy in order to serve various demands of tourists "
12,4,2,Claim,Premise,none,Therefore  tourism has clearly improved lives in the tourist country ,".  Take Cambodia for example , a large number of visitors coming to visit the Angkowat ancient temple need services like restaurants , hotels , souvenir shops and other stores "
12,4,3,Claim,Premise,none,Therefore  tourism has clearly improved lives in the tourist country ,.  These demands trigger related business in the surrounding settings which in turn create many jobs for local people improve infrastructure and living standard 
13,1,2,Premise,Premise,none,"Secondly ,  through tourism industry , many cultural values have been preserved and natural environments have been protected ","For instance ,  in Vietnam , many cultural costumes and natural scenes , namely ‘ Trong Dong ’ drum performance and ‘ Ha Long ’ bay , are being encouraged to preserve and funded by the tourism ministry "
13,1,3,Premise,Premise,none,"Secondly ,  through tourism industry , many cultural values have been preserved and natural environments have been protected ",".  Without this support and profit from tourism , many traditional cultures would disappear due to its low income works "
13,1,4,Premise,Claim,Support,"Secondly ,  through tourism industry , many cultural values have been preserved and natural environments have been protected ","Thus ,  tourism has survived many non - tangible cultural values and beauty scenes "
13,2,1,Premise,Premise,none,"For instance ,  in Vietnam , many cultural costumes and natural scenes , namely ‘ Trong Dong ’ drum performance and ‘ Ha Long ’ bay , are being encouraged to preserve and funded by the tourism ministry ","Secondly ,  through tourism industry , many cultural values have been preserved and natural environments have been protected "
13,2,3,Premise,Premise,none,"For instance ,  in Vietnam , many cultural costumes and natural scenes , namely ‘ Trong Dong ’ drum performance and ‘ Ha Long ’ bay , are being encouraged to preserve and funded by the tourism ministry ",".  Without this support and profit from tourism , many traditional cultures would disappear due to its low income works "
13,2,4,Premise,Claim,Support,"For instance ,  in Vietnam , many cultural costumes and natural scenes , namely ‘ Trong Dong ’ drum performance and ‘ Ha Long ’ bay , are being encouraged to preserve and funded by the tourism ministry ","Thus ,  tourism has survived many non - tangible cultural values and beauty scenes "
13,3,1,Premise,Premise,none,".  Without this support and profit from tourism , many traditional cultures would disappear due to its low income works ","Secondly ,  through tourism industry , many cultural values have been preserved and natural environments have been protected "
13,3,2,Premise,Premise,none,".  Without this support and profit from tourism , many traditional cultures would disappear due to its low income works ","For instance ,  in Vietnam , many cultural costumes and natural scenes , namely ‘ Trong Dong ’ drum performance and ‘ Ha Long ’ bay , are being encouraged to preserve and funded by the tourism ministry "
13,3,4,Premise,Claim,Support,".  Without this support and profit from tourism , many traditional cultures would disappear due to its low income works ","Thus ,  tourism has survived many non - tangible cultural values and beauty scenes "
13,4,1,Claim,Premise,none,"Thus ,  tourism has survived many non - tangible cultural values and beauty scenes ","Secondly ,  through tourism industry , many cultural values have been preserved and natural environments have been protected "
13,4,2,Claim,Premise,none,"Thus ,  tourism has survived many non - tangible cultural values and beauty scenes ","For instance ,  in Vietnam , many cultural costumes and natural scenes , namely ‘ Trong Dong ’ drum performance and ‘ Ha Long ’ bay , are being encouraged to preserve and funded by the tourism ministry "
13,4,3,Claim,Premise,none,"Thus ,  tourism has survived many non - tangible cultural values and beauty scenes ",".  Without this support and profit from tourism , many traditional cultures would disappear due to its low income works "
17,1,2,Premise,Premise,none,"First of all ,  to obtain information , using the internet is quicker and more convenient than reading newspapers ",".  Contrary to the past when people had to wait long hours to take a daily newspaper , nowadays , they can acquire latest news updated every second through their mobile phones or computers connected to the internet , everywhere and at anytime "
17,1,3,Premise,Premise,none,"First of all ,  to obtain information , using the internet is quicker and more convenient than reading newspapers ",".  As can be seen , these devices and machines are very common in all parts of the world , making it easier for people to read a number of things that newspapers can not provide in only some pages "
17,1,4,Premise,Claim,Support,"First of all ,  to obtain information , using the internet is quicker and more convenient than reading newspapers ","Hence ,  the print media has failed to keep its important role in the provision of information "
17,2,1,Premise,Premise,none,".  Contrary to the past when people had to wait long hours to take a daily newspaper , nowadays , they can acquire latest news updated every second through their mobile phones or computers connected to the internet , everywhere and at anytime ","First of all ,  to obtain information , using the internet is quicker and more convenient than reading newspapers "
17,2,3,Premise,Premise,none,".  Contrary to the past when people had to wait long hours to take a daily newspaper , nowadays , they can acquire latest news updated every second through their mobile phones or computers connected to the internet , everywhere and at anytime ",".  As can be seen , these devices and machines are very common in all parts of the world , making it easier for people to read a number of things that newspapers can not provide in only some pages "
17,2,4,Premise,Claim,Support,".  Contrary to the past when people had to wait long hours to take a daily newspaper , nowadays , they can acquire latest news updated every second through their mobile phones or computers connected to the internet , everywhere and at anytime ","Hence ,  the print media has failed to keep its important role in the provision of information "
17,3,1,Premise,Premise,none,".  As can be seen , these devices and machines are very common in all parts of the world , making it easier for people to read a number of things that newspapers can not provide in only some pages ","First of all ,  to obtain information , using the internet is quicker and more convenient than reading newspapers "
17,3,2,Premise,Premise,none,".  As can be seen , these devices and machines are very common in all parts of the world , making it easier for people to read a number of things that newspapers can not provide in only some pages ",".  Contrary to the past when people had to wait long hours to take a daily newspaper , nowadays , they can acquire latest news updated every second through their mobile phones or computers connected to the internet , everywhere and at anytime "
17,3,4,Premise,Claim,Support,".  As can be seen , these devices and machines are very common in all parts of the world , making it easier for people to read a number of things that newspapers can not provide in only some pages ","Hence ,  the print media has failed to keep its important role in the provision of information "
17,4,1,Claim,Premise,none,"Hence ,  the print media has failed to keep its important role in the provision of information ","First of all ,  to obtain information , using the internet is quicker and more convenient than reading newspapers "
17,4,2,Claim,Premise,none,"Hence ,  the print media has failed to keep its important role in the provision of information ",".  Contrary to the past when people had to wait long hours to take a daily newspaper , nowadays , they can acquire latest news updated every second through their mobile phones or computers connected to the internet , everywhere and at anytime "
17,4,3,Claim,Premise,none,"Hence ,  the print media has failed to keep its important role in the provision of information ",".  As can be seen , these devices and machines are very common in all parts of the world , making it easier for people to read a number of things that newspapers can not provide in only some pages "
18,1,2,Premise,Premise,none,"Another point is that ,  from the economic aspect , buying newspapers appears to be a waste of money when the internet becomes available for every one ",It is clear to recognize that  the internet service is being provided at a low cost or even free in many countries 
18,1,3,Premise,Premise,none,"Another point is that ,  from the economic aspect , buying newspapers appears to be a waste of money when the internet becomes available for every one ","?  The answer , perhaps , is that hardly would rational people do so "
18,1,4,Premise,Claim,Support,"Another point is that ,  from the economic aspect , buying newspapers appears to be a waste of money when the internet becomes available for every one ","For this reason ,  the number of people reading newspapers may continue falling sharply , possibly leading to the close - downs of many in the coming time "
18,2,1,Premise,Premise,none,It is clear to recognize that  the internet service is being provided at a low cost or even free in many countries ,"Another point is that ,  from the economic aspect , buying newspapers appears to be a waste of money when the internet becomes available for every one "
18,2,3,Premise,Premise,none,It is clear to recognize that  the internet service is being provided at a low cost or even free in many countries ,"?  The answer , perhaps , is that hardly would rational people do so "
18,2,4,Premise,Claim,Support,It is clear to recognize that  the internet service is being provided at a low cost or even free in many countries ,"For this reason ,  the number of people reading newspapers may continue falling sharply , possibly leading to the close - downs of many in the coming time "
18,3,1,Premise,Premise,none,"?  The answer , perhaps , is that hardly would rational people do so ","Another point is that ,  from the economic aspect , buying newspapers appears to be a waste of money when the internet becomes available for every one "
18,3,2,Premise,Premise,none,"?  The answer , perhaps , is that hardly would rational people do so ",It is clear to recognize that  the internet service is being provided at a low cost or even free in many countries 
18,3,4,Premise,Claim,Support,"?  The answer , perhaps , is that hardly would rational people do so ","For this reason ,  the number of people reading newspapers may continue falling sharply , possibly leading to the close - downs of many in the coming time "
18,4,1,Claim,Premise,none,"For this reason ,  the number of people reading newspapers may continue falling sharply , possibly leading to the close - downs of many in the coming time ","Another point is that ,  from the economic aspect , buying newspapers appears to be a waste of money when the internet becomes available for every one "
18,4,2,Claim,Premise,none,"For this reason ,  the number of people reading newspapers may continue falling sharply , possibly leading to the close - downs of many in the coming time ",It is clear to recognize that  the internet service is being provided at a low cost or even free in many countries 
18,4,3,Claim,Premise,none,"For this reason ,  the number of people reading newspapers may continue falling sharply , possibly leading to the close - downs of many in the coming time ","?  The answer , perhaps , is that hardly would rational people do so "
19,1,2,Premise,Premise,none,"Last , but not least ,  when taking environment into consideration , people must conceive that the more newspapers are published , the more trees are cut down ",.  This is simply the contributor to the deforestation which is happening all over the world today 
19,1,3,Premise,Claim,Support,"Last , but not least ,  when taking environment into consideration , people must conceive that the more newspapers are published , the more trees are cut down ","At this point ,  newspapers ' production will have to face environmentalists on its way to be alive "
19,2,1,Premise,Premise,none,.  This is simply the contributor to the deforestation which is happening all over the world today ,"Last , but not least ,  when taking environment into consideration , people must conceive that the more newspapers are published , the more trees are cut down "
19,2,3,Premise,Claim,Support,.  This is simply the contributor to the deforestation which is happening all over the world today ,"At this point ,  newspapers ' production will have to face environmentalists on its way to be alive "
19,3,1,Claim,Premise,none,"At this point ,  newspapers ' production will have to face environmentalists on its way to be alive ","Last , but not least ,  when taking environment into consideration , people must conceive that the more newspapers are published , the more trees are cut down "
19,3,2,Claim,Premise,none,"At this point ,  newspapers ' production will have to face environmentalists on its way to be alive ",.  This is simply the contributor to the deforestation which is happening all over the world today 
23,1,2,Premise,Premise,none,"Concerning that  elementary education , like the base of a architecture , is the fundamental requirement to be a qualified citizen in today ' s society ",",  government should guarantee that all people have equal and convenient access to it "
23,1,3,Premise,Premise,none,"Concerning that  elementary education , like the base of a architecture , is the fundamental requirement to be a qualified citizen in today ' s society ","So  a lack of well - established primary education goes hand in hand with a high rate of illiteracy , and this interplay seriously compromises a country ' s future development "
23,1,4,Premise,Claim,Support,"Concerning that  elementary education , like the base of a architecture , is the fundamental requirement to be a qualified citizen in today ' s society ","In other words ,  if countries , especially the developing countries , are determined to take off , one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education "
23,2,1,Premise,Premise,none,",  government should guarantee that all people have equal and convenient access to it ","Concerning that  elementary education , like the base of a architecture , is the fundamental requirement to be a qualified citizen in today ' s society "
23,2,3,Premise,Premise,none,",  government should guarantee that all people have equal and convenient access to it ","So  a lack of well - established primary education goes hand in hand with a high rate of illiteracy , and this interplay seriously compromises a country ' s future development "
23,2,4,Premise,Claim,Support,",  government should guarantee that all people have equal and convenient access to it ","In other words ,  if countries , especially the developing countries , are determined to take off , one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education "
23,3,1,Premise,Premise,none,"So  a lack of well - established primary education goes hand in hand with a high rate of illiteracy , and this interplay seriously compromises a country ' s future development ","Concerning that  elementary education , like the base of a architecture , is the fundamental requirement to be a qualified citizen in today ' s society "
23,3,2,Premise,Premise,none,"So  a lack of well - established primary education goes hand in hand with a high rate of illiteracy , and this interplay seriously compromises a country ' s future development ",",  government should guarantee that all people have equal and convenient access to it "
23,3,4,Premise,Claim,Support,"So  a lack of well - established primary education goes hand in hand with a high rate of illiteracy , and this interplay seriously compromises a country ' s future development ","In other words ,  if countries , especially the developing countries , are determined to take off , one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education "
23,4,1,Claim,Premise,none,"In other words ,  if countries , especially the developing countries , are determined to take off , one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education ","Concerning that  elementary education , like the base of a architecture , is the fundamental requirement to be a qualified citizen in today ' s society "
23,4,2,Claim,Premise,none,"In other words ,  if countries , especially the developing countries , are determined to take off , one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education ",",  government should guarantee that all people have equal and convenient access to it "
23,4,3,Claim,Premise,none,"In other words ,  if countries , especially the developing countries , are determined to take off , one of the key points governments should set on agenda is to educate more qualified future citizens through elementary education ","So  a lack of well - established primary education goes hand in hand with a high rate of illiteracy , and this interplay seriously compromises a country ' s future development "
24,1,2,Premise,Premise,none,"That ' s not enough ,  for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance ",.  The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community 
24,1,3,Premise,Premise,none,"That ' s not enough ,  for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance ",.  Some may argue that universities can support themselve well by donation or invention 
24,1,4,Premise,Premise,none,"That ' s not enough ,  for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance ",", but  this argument is invalid "
24,1,5,Premise,Premise,none,"That ' s not enough ,  for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance ",.  Researches into humanities and art still need large amount of money 
24,1,6,Premise,Claim,Support,"That ' s not enough ,  for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance ",", what ' s more ,  government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide "
24,2,1,Premise,Premise,none,.  The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community ,"That ' s not enough ,  for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance "
24,2,3,Premise,Premise,none,.  The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community ,.  Some may argue that universities can support themselve well by donation or invention 
24,2,4,Premise,Premise,none,.  The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community ,", but  this argument is invalid "
24,2,5,Premise,Premise,none,.  The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community ,.  Researches into humanities and art still need large amount of money 
24,2,6,Premise,Claim,Support,.  The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community ,", what ' s more ,  government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide "
24,3,1,Premise,Premise,none,.  Some may argue that universities can support themselve well by donation or invention ,"That ' s not enough ,  for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance "
24,3,2,Premise,Premise,none,.  Some may argue that universities can support themselve well by donation or invention ,.  The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community 
24,3,4,Premise,Premise,none,.  Some may argue that universities can support themselve well by donation or invention ,", but  this argument is invalid "
24,3,5,Premise,Premise,none,.  Some may argue that universities can support themselve well by donation or invention ,.  Researches into humanities and art still need large amount of money 
24,3,6,Premise,Claim,Attack,.  Some may argue that universities can support themselve well by donation or invention ,", what ' s more ,  government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide "
24,4,1,Premise,Premise,none,", but  this argument is invalid ","That ' s not enough ,  for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance "
24,4,2,Premise,Premise,none,", but  this argument is invalid ",.  The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community 
24,4,3,Premise,Premise,Attack,", but  this argument is invalid ",.  Some may argue that universities can support themselve well by donation or invention 
24,4,5,Premise,Premise,none,", but  this argument is invalid ",.  Researches into humanities and art still need large amount of money 
24,4,6,Premise,Claim,none,", but  this argument is invalid ",", what ' s more ,  government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide "
24,5,1,Premise,Premise,none,.  Researches into humanities and art still need large amount of money ,"That ' s not enough ,  for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance "
24,5,2,Premise,Premise,none,.  Researches into humanities and art still need large amount of money ,.  The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community 
24,5,3,Premise,Premise,none,.  Researches into humanities and art still need large amount of money ,.  Some may argue that universities can support themselve well by donation or invention 
24,5,4,Premise,Premise,none,.  Researches into humanities and art still need large amount of money ,", but  this argument is invalid "
24,5,6,Premise,Claim,Support,.  Researches into humanities and art still need large amount of money ,", what ' s more ,  government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide "
24,6,1,Claim,Premise,none,", what ' s more ,  government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide ","That ' s not enough ,  for higher education , which represent the cutting edge of a country ' s academic achievements , act as the vanguard in economic and social advance "
24,6,2,Claim,Premise,none,", what ' s more ,  government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide ",.  The high technology and new ideas applied into practice may not only lead a country to flourish but also elevate its status in the international community 
24,6,3,Claim,Premise,none,", what ' s more ,  government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide ",.  Some may argue that universities can support themselve well by donation or invention 
24,6,4,Claim,Premise,none,", what ' s more ,  government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide ",", but  this argument is invalid "
24,6,5,Claim,Premise,none,", what ' s more ,  government ' s big budget on universities may attract more excellent intellectuals and researchers into the country and enjoy a higher reputation worldwide ",.  Researches into humanities and art still need large amount of money 
25,1,2,MajorClaim,Claim,none,"From reasons listed above , we can safely draw the conclusion that ,  a government should spare effort on young children education as well as universities ",",  both are crucial on the way to a brighter future "
25,2,1,Claim,MajorClaim,none,",  both are crucial on the way to a brighter future ","From reasons listed above , we can safely draw the conclusion that ,  a government should spare effort on young children education as well as universities "
27,1,2,MajorClaim,MajorClaim,none,"In my personal opinion ,  the most important quality of roommates is being considered ","In the meantime ,  communication is also another essential particularity of a good roommate "
27,2,1,MajorClaim,MajorClaim,none,"In the meantime ,  communication is also another essential particularity of a good roommate ","In my personal opinion ,  the most important quality of roommates is being considered "
28,1,2,Premise,Premise,none,<para-body>  Consideration is always important in relationship ,"For example ,  roommate turns down the music or television volume at night time "
28,1,3,Premise,Premise,none,<para-body>  Consideration is always important in relationship ,.  Sometimes we will not know what we have done until we have a taste of our own medicine 
28,1,4,Premise,Premise,none,<para-body>  Consideration is always important in relationship ,".  At all times , think about the other ' s feeling before doing any self - centered action would help to improve the roommate relationship tremendously "
28,1,5,Premise,Claim,Support,<para-body>  Consideration is always important in relationship ,"Therefore ,  having a considered roommate is significantly imperative to our school life "
28,1,6,Premise,Premise,none,<para-body>  Consideration is always important in relationship ,.  It will not only prevent conflicts but also to have a friend or even a family member 
28,2,1,Premise,Premise,Support,"For example ,  roommate turns down the music or television volume at night time ",<para-body>  Consideration is always important in relationship 
28,2,3,Premise,Premise,none,"For example ,  roommate turns down the music or television volume at night time ",.  Sometimes we will not know what we have done until we have a taste of our own medicine 
28,2,4,Premise,Premise,none,"For example ,  roommate turns down the music or television volume at night time ",".  At all times , think about the other ' s feeling before doing any self - centered action would help to improve the roommate relationship tremendously "
28,2,5,Premise,Claim,none,"For example ,  roommate turns down the music or television volume at night time ","Therefore ,  having a considered roommate is significantly imperative to our school life "
28,2,6,Premise,Premise,none,"For example ,  roommate turns down the music or television volume at night time ",.  It will not only prevent conflicts but also to have a friend or even a family member 
28,3,1,Premise,Premise,none,.  Sometimes we will not know what we have done until we have a taste of our own medicine ,<para-body>  Consideration is always important in relationship 
28,3,2,Premise,Premise,none,.  Sometimes we will not know what we have done until we have a taste of our own medicine ,"For example ,  roommate turns down the music or television volume at night time "
28,3,4,Premise,Premise,none,.  Sometimes we will not know what we have done until we have a taste of our own medicine ,".  At all times , think about the other ' s feeling before doing any self - centered action would help to improve the roommate relationship tremendously "
28,3,5,Premise,Claim,Support,.  Sometimes we will not know what we have done until we have a taste of our own medicine ,"Therefore ,  having a considered roommate is significantly imperative to our school life "
28,3,6,Premise,Premise,none,.  Sometimes we will not know what we have done until we have a taste of our own medicine ,.  It will not only prevent conflicts but also to have a friend or even a family member 
28,4,1,Premise,Premise,none,".  At all times , think about the other ' s feeling before doing any self - centered action would help to improve the roommate relationship tremendously ",<para-body>  Consideration is always important in relationship 
28,4,2,Premise,Premise,none,".  At all times , think about the other ' s feeling before doing any self - centered action would help to improve the roommate relationship tremendously ","For example ,  roommate turns down the music or television volume at night time "
28,4,3,Premise,Premise,none,".  At all times , think about the other ' s feeling before doing any self - centered action would help to improve the roommate relationship tremendously ",.  Sometimes we will not know what we have done until we have a taste of our own medicine 
